timestamp,open,high,low,close,volume
2025-09-09 07:15:00,1.10014,1.10078,1.09995,1.09998,1941
2025-09-09 07:30:00,1.09979,1.10033,1.09962,1.0998,3910
2025-09-09 07:45:00,1.09992,1.10109,1.09969,1.10038,4470
2025-09-09 08:00:00,1.10036,1.10053,1.09929,1.09962,3864
2025-09-09 08:15:00,1.09963,1.10111,1.09934,1.10049,4121
2025-09-09 08:30:00,1.10063,1.10153,1.10035,1.10125,3701
2025-09-09 08:45:00,1.10113,1.10136,1.10027,1.10043,4401
2025-09-09 09:00:00,1.10045,1.10178,1.10029,1.1017,3374
2025-09-09 09:15:00,1.10162,1.10234,1.10131,1.10181,3696
2025-09-09 09:30:00,1.10173,1.10201,1.10066,1.10109,3704
2025-09-09 09:45:00,1.10107,1.10177,1.1006,1.10064,4673
2025-09-09 10:00:00,1.10064,1.10145,1.10036,1.10127,3511
2025-09-09 10:15:00,1.10126,1.10144,1.10036,1.10086,4472
2025-09-09 10:30:00,1.10082,1.10163,1.10051,1.10047,3229
2025-09-09 10:45:00,1.10034,1.10145,1.09997,1.10132,4292
2025-09-09 11:00:00,1.10141,1.10214,1.10099,1.10187,3737
2025-09-09 11:15:00,1.10173,1.1022,1.10106,1.10191,4295
2025-09-09 11:30:00,1.10191,1.10259,1.10162,1.1025,3692
2025-09-09 11:45:00,1.10249,1.10266,1.10182,1.10219,4543
2025-09-09 12:00:00,1.10215,1.10284,1.10193,1.10245,4419
2025-09-09 12:15:00,1.10232,1.1027,1.10179,1.10221,4279
2025-09-09 12:30:00,1.10211,1.10294,1.1018,1.1027,3491
2025-09-09 12:45:00,1.10264,1.1033,1.10239,1.10295,3633
2025-09-09 13:00:00,1.10298,1.10355,1.10273,1.10302,4248
2025-09-09 13:15:00,1.10302,1.10381,1.10249,1.10322,3500
2025-09-09 13:30:00,1.10343,1.10376,1.10215,1.10311,4551
2025-09-09 13:45:00,1.10309,1.10416,1.10293,1.10332,3804
2025-09-09 14:00:00,1.10329,1.10383,1.10265,1.10321,3592
2025-09-09 14:15:00,1.10299,1.10373,1.10285,1.10329,4692
2025-09-09 14:30:00,1.10338,1.10414,1.10303,1.10378,3924
2025-09-09 14:45:00,1.10357,1.10416,1.10327,1.1037,3854
2025-09-09 15:00:00,1.10357,1.10386,1.10315,1.10348,4355
2025-09-09 15:15:00,1.10334,1.1046,1.10301,1.10429,4053
2025-09-09 15:30:00,1.10429,1.10494,1.10392,1.10404,3515
2025-09-09 15:45:00,1.10411,1.10425,1.10323,1.10376,3511
2025-09-09 16:00:00,1.10379,1.10404,1.10261,1.10356,4505
2025-09-09 16:15:00,1.10358,1.10411,1.10319,1.10366,4612
2025-09-09 16:30:00,1.10364,1.10401,1.1033,1.10347,3700
2025-09-09 16:45:00,1.10326,1.10422,1.10296,1.10361,4080
2025-09-09 17:00:00,1.10357,1.10389,1.10304,1.10317,4455
2025-09-09 17:15:00,1.10331,1.10399,1.10298,1.10348,5412
2025-09-09 17:30:00,1.10346,1.10433,1.10334,1.10369,4364
2025-09-09 17:45:00,1.10369,1.10439,1.10348,1.10413,4713
2025-09-09 18:00:00,1.10422,1.10439,1.10352,1.10383,4496
2025-09-09 18:15:00,1.10388,1.10429,1.10329,1.10376,4405
2025-09-09 18:30:00,1.1037,1.1044,1.10321,1.1043,3988
2025-09-09 18:45:00,1.10427,1.10441,1.10325,1.10386,4476
2025-09-09 19:00:00,1.10389,1.10492,1.10352,1.10422,3724
2025-09-09 19:15:00,1.10426,1.10469,1.10351,1.10358,4037
2025-09-09 19:30:00,1.10353,1.10445,1.10305,1.10399,4484
2025-09-09 19:45:00,1.10407,1.10438,1.10345,1.10364,4503
2025-09-09 20:00:00,1.10365,1.10403,1.1032,1.10337,4851
2025-09-09 20:15:00,1.10334,1.10437,1.10313,1.10411,4504
2025-09-09 20:30:00,1.10418,1.10437,1.10334,1.10373,3361
2025-09-09 20:45:00,1.10387,1.10517,1.10373,1.1048,4108
2025-09-09 21:00:00,1.1048,1.10549,1.10442,1.10505,4462
2025-09-09 21:15:00,1.10493,1.10569,1.10476,1.10507,3762
2025-09-09 21:30:00,1.10496,1.10517,1.10433,1.1044,4174
2025-09-09 21:45:00,1.10442,1.10508,1.10406,1.10477,4726
2025-09-09 22:00:00,1.10472,1.10534,1.10419,1.10396,4524
2025-09-09 22:15:00,1.10387,1.10409,1.10273,1.10313,5563
2025-09-09 22:30:00,1.10317,1.10407,1.10249,1.10282,4652
2025-09-09 22:45:00,1.10282,1.10401,1.10239,1.10383,3593
2025-09-09 23:00:00,1.10398,1.10425,1.10342,1.10387,4972
2025-09-09 23:15:00,1.10397,1.10432,1.10329,1.10367,4826
2025-09-09 23:30:00,1.10374,1.10428,1.10286,1.1033,4091
2025-09-09 23:45:00,1.10328,1.10386,1.10253,1.1028,4196
2025-09-10 00:00:00,1.10283,1.10396,1.10264,1.10336,4457
2025-09-10 00:15:00,1.10335,1.10351,1.10238,1.10285,4148
2025-09-10 00:30:00,1.1029,1.10336,1.10217,1.10233,4159
2025-09-10 00:45:00,1.10254,1.10262,1.10139,1.10195,4250
2025-09-10 01:00:00,1.10203,1.10276,1.10146,1.10211,2898
2025-09-10 01:15:00,1.10214,1.10233,1.10115,1.10155,3817
2025-09-10 01:30:00,1.10148,1.10206,1.10101,1.10156,4297
2025-09-10 01:45:00,1.1015,1.10205,1.10079,1.10083,4155
2025-09-10 02:00:00,1.10089,1.10135,1.09979,1.0998,3712
2025-09-10 02:15:00,1.09981,1.10015,1.09817,1.09873,4543
2025-09-10 02:30:00,1.09865,1.09925,1.09816,1.09847,3192
2025-09-10 02:45:00,1.0987,1.10001,1.09854,1.09981,4001
2025-09-10 03:00:00,1.09984,1.10075,1.09966,1.10053,2958
2025-09-10 03:15:00,1.10039,1.10158,1.10005,1.10103,5300
2025-09-10 03:30:00,1.10121,1.10199,1.10079,1.10142,3255
2025-09-10 03:45:00,1.1015,1.10169,1.10072,1.10097,5260
2025-09-10 04:00:00,1.10099,1.10121,1.10013,1.1004,3721
2025-09-10 04:15:00,1.10047,1.10094,1.09929,1.10017,4038
2025-09-10 04:30:00,1.1002,1.10136,1.09968,1.10065,4637
2025-09-10 04:45:00,1.10058,1.10117,1.09998,1.10061,4983
2025-09-10 05:00:00,1.10064,1.10187,1.10056,1.1011,3833
2025-09-10 05:15:00,1.10103,1.10175,1.10072,1.10124,3605
2025-09-10 05:30:00,1.10111,1.10189,1.10096,1.1017,4736
2025-09-10 05:45:00,1.10183,1.10247,1.10139,1.10232,4417
2025-09-10 06:00:00,1.10211,1.1025,1.10152,1.10188,4302
2025-09-10 06:15:00,1.10209,1.1022,1.10124,1.10197,4475
2025-09-10 06:30:00,1.10198,1.10209,1.10102,1.10171,4416
2025-09-10 06:45:00,1.10171,1.10313,1.10136,1.1025,4364
2025-09-10 07:00:00,1.10247,1.10312,1.10193,1.10251,4165
2025-09-10 07:15:00,1.10258,1.10342,1.10211,1.10296,4020
2025-09-10 07:30:00,1.10298,1.10312,1.10191,1.10226,4768
2025-09-10 07:45:00,1.10244,1.10327,1.10189,1.10243,3846
2025-09-10 08:00:00,1.10238,1.10297,1.10201,1.10293,3723
2025-09-10 08:15:00,1.10304,1.10368,1.1027,1.10297,4129
2025-09-10 08:30:00,1.10302,1.10333,1.10228,1.10294,3700
2025-09-10 08:45:00,1.10288,1.10342,1.10269,1.10333,4012
2025-09-10 09:00:00,1.10342,1.10385,1.10263,1.1034,4264
2025-09-10 09:15:00,1.10325,1.10365,1.10273,1.10328,4312
2025-09-10 09:30:00,1.10323,1.10368,1.10229,1.10246,3979
2025-09-10 09:45:00,1.10239,1.10293,1.10204,1.10237,3853
2025-09-10 10:00:00,1.10244,1.10313,1.10204,1.10282,4270
2025-09-10 10:15:00,1.10272,1.10292,1.10147,1.10169,5005
2025-09-10 10:30:00,1.10184,1.10219,1.10064,1.10095,4463
2025-09-10 10:45:00,1.10092,1.1021,1.10074,1.10142,4147
2025-09-10 11:00:00,1.10139,1.10153,1.10068,1.10084,3421
2025-09-10 11:15:00,1.1008,1.10131,1.10029,1.10085,3679
2025-09-10 11:30:00,1.10083,1.10145,1.10047,1.10128,3780
2025-09-10 11:45:00,1.10138,1.10201,1.10085,1.10207,4018
2025-09-10 12:00:00,1.10219,1.10238,1.10116,1.10129,4383
2025-09-10 12:15:00,1.10135,1.10155,1.10069,1.1012,4637
2025-09-10 12:30:00,1.10121,1.10168,1.10035,1.10142,4212
2025-09-10 12:45:00,1.10155,1.10192,1.1007,1.10157,4241
2025-09-10 13:00:00,1.10169,1.10205,1.10124,1.10141,3714
2025-09-10 13:15:00,1.10134,1.10167,1.1008,1.10153,4239
2025-09-10 13:30:00,1.10151,1.10221,1.10108,1.10124,4673
2025-09-10 13:45:00,1.10117,1.10196,1.10081,1.10153,4621
2025-09-10 14:00:00,1.10162,1.10187,1.10106,1.10163,4754
2025-09-10 14:15:00,1.10166,1.10176,1.10042,1.10058,3848
2025-09-10 14:30:00,1.10063,1.10119,1.10008,1.10078,4787
2025-09-10 14:45:00,1.10093,1.10138,1.10018,1.10105,4858
2025-09-10 15:00:00,1.10094,1.10148,1.10031,1.10073,4001
2025-09-10 15:15:00,1.1008,1.10111,1.10036,1.10074,3174
2025-09-10 15:30:00,1.10082,1.10207,1.10054,1.10216,4034
2025-09-10 15:45:00,1.10209,1.10285,1.10196,1.10231,4965
2025-09-10 16:00:00,1.10215,1.10295,1.10183,1.10201,4122
2025-09-10 16:15:00,1.10231,1.10297,1.10145,1.10268,4429
2025-09-10 16:30:00,1.10262,1.10289,1.10177,1.10257,4186
2025-09-10 16:45:00,1.10251,1.10287,1.10156,1.10181,4610
2025-09-10 17:00:00,1.10195,1.10271,1.10127,1.10221,4887
2025-09-10 17:15:00,1.10231,1.10309,1.1018,1.10257,3560
2025-09-10 17:30:00,1.10242,1.10279,1.10181,1.10252,4136
2025-09-10 17:45:00,1.10247,1.10261,1.10134,1.10201,4645
2025-09-10 18:00:00,1.10212,1.10334,1.10187,1.10324,3655
2025-09-10 18:15:00,1.10324,1.10354,1.102,1.10244,4976
2025-09-10 18:30:00,1.10235,1.10265,1.10188,1.10219,4382
2025-09-10 18:45:00,1.10217,1.10281,1.10132,1.10183,4121
2025-09-10 19:00:00,1.10189,1.10229,1.10157,1.10189,4323
2025-09-10 19:15:00,1.102,1.10219,1.10104,1.10165,3674
2025-09-10 19:30:00,1.10155,1.10212,1.10103,1.10144,3662
2025-09-10 19:45:00,1.10156,1.10219,1.10118,1.10176,3803
2025-09-10 20:00:00,1.10197,1.10238,1.10152,1.10168,4331
2025-09-10 20:15:00,1.10162,1.10188,1.10103,1.10116,3760
2025-09-10 20:30:00,1.10109,1.10131,1.10005,1.10031,4367
2025-09-10 20:45:00,1.10017,1.10066,1.09954,1.10004,3147
2025-09-10 21:00:00,1.10001,1.10091,1.09969,1.10067,3420
2025-09-10 21:15:00,1.10056,1.10096,1.09975,1.10021,4274
2025-09-10 21:30:00,1.10017,1.10049,1.09956,1.09996,3450
2025-09-10 21:45:00,1.09997,1.10021,1.09883,1.09887,3812
2025-09-10 22:00:00,1.09879,1.09991,1.09825,1.09977,3969
2025-09-10 22:15:00,1.09976,1.1001,1.09829,1.09853,4327
2025-09-10 22:30:00,1.09854,1.09874,1.09803,1.09829,3863
2025-09-10 22:45:00,1.09809,1.0987,1.09776,1.09826,3921
2025-09-10 23:00:00,1.09829,1.0995,1.09812,1.09905,3609
2025-09-10 23:15:00,1.09906,1.09995,1.09852,1.10007,3799
2025-09-10 23:30:00,1.10027,1.10092,1.09992,1.10074,4016
2025-09-10 23:45:00,1.10065,1.10179,1.10033,1.10159,3481
2025-09-11 00:00:00,1.10172,1.10233,1.10124,1.10199,3814
2025-09-11 00:15:00,1.10209,1.10295,1.1018,1.10217,3923
2025-09-11 00:30:00,1.102,1.10244,1.10092,1.10154,3616
2025-09-11 00:45:00,1.1016,1.10221,1.10126,1.10155,3831
2025-09-11 01:00:00,1.10159,1.10172,1.10096,1.10116,3846
2025-09-11 01:15:00,1.10115,1.10201,1.1007,1.10096,4052
2025-09-11 01:30:00,1.10102,1.10159,1.10068,1.10145,4029
2025-09-11 01:45:00,1.10137,1.10165,1.10087,1.10116,4256
2025-09-11 02:00:00,1.10127,1.10218,1.10065,1.10192,3963
2025-09-11 02:15:00,1.10187,1.10207,1.10121,1.10183,4322
2025-09-11 02:30:00,1.10184,1.10215,1.10068,1.10093,3807
2025-09-11 02:45:00,1.10105,1.10168,1.10057,1.10105,4097
2025-09-11 03:00:00,1.10113,1.10167,1.10071,1.10123,3543
2025-09-11 03:15:00,1.10126,1.1019,1.101,1.10108,4269
2025-09-11 03:30:00,1.10091,1.10177,1.1006,1.10153,3604
2025-09-11 03:45:00,1.10156,1.10175,1.10105,1.10169,3637
2025-09-11 04:00:00,1.10164,1.10215,1.10113,1.10149,4749
2025-09-11 04:15:00,1.1016,1.10259,1.10154,1.10199,3988
2025-09-11 04:30:00,1.10197,1.1024,1.10125,1.10152,4586
2025-09-11 04:45:00,1.10136,1.102,1.1006,1.1008,4201
2025-09-11 05:00:00,1.10078,1.10114,1.09979,1.10028,3674
2025-09-11 05:15:00,1.10021,1.1008,1.09933,1.10018,4470
2025-09-11 05:30:00,1.10017,1.10099,1.09977,1.10077,4026
2025-09-11 05:45:00,1.10084,1.10109,1.09953,1.10011,4397
2025-09-11 06:00:00,1.10014,1.10045,1.09952,1.10023,3902
2025-09-11 06:15:00,1.10021,1.10055,1.09966,1.10008,3806
2025-09-11 06:30:00,1.10011,1.10078,1.09972,1.10032,4450
2025-09-11 06:45:00,1.10026,1.10178,1.1002,1.10156,4031
2025-09-11 07:00:00,1.10145,1.10193,1.10117,1.10143,4342
2025-09-11 07:15:00,1.10123,1.10236,1.10085,1.10189,3873
2025-09-11 07:30:00,1.10199,1.10264,1.1013,1.1019,2999
2025-09-11 07:45:00,1.10185,1.10249,1.10105,1.10212,3387
2025-09-11 08:00:00,1.10216,1.10289,1.10196,1.10198,3212
2025-09-11 08:15:00,1.10201,1.1031,1.10185,1.10281,4191
2025-09-11 08:30:00,1.10273,1.10309,1.10228,1.10275,3665
2025-09-11 08:45:00,1.10278,1.1032,1.10191,1.10244,4198
2025-09-11 09:00:00,1.10238,1.10263,1.1017,1.10203,4151
2025-09-11 09:15:00,1.1019,1.10241,1.10116,1.10186,3150
2025-09-11 09:30:00,1.10203,1.10267,1.10137,1.10209,4705
2025-09-11 09:45:00,1.10206,1.1027,1.1019,1.10236,4793
2025-09-11 10:00:00,1.10244,1.10257,1.1018,1.10212,3619
2025-09-11 10:15:00,1.10209,1.10256,1.10148,1.10181,4454
2025-09-11 10:30:00,1.102,1.10258,1.10165,1.10238,3759
2025-09-11 10:45:00,1.10239,1.10293,1.10197,1.10245,4218
2025-09-11 11:00:00,1.10224,1.10258,1.10176,1.10204,4706
2025-09-11 11:15:00,1.10195,1.10327,1.10176,1.10317,4353
2025-09-11 11:30:00,1.10311,1.10344,1.10244,1.10307,4697
2025-09-11 11:45:00,1.1032,1.10399,1.10287,1.10388,3719
2025-09-11 12:00:00,1.10392,1.10493,1.10367,1.10428,4206
2025-09-11 12:15:00,1.10408,1.10443,1.10337,1.10372,3734
2025-09-11 12:30:00,1.10392,1.10445,1.10364,1.10429,4587
2025-09-11 12:45:00,1.10438,1.10488,1.1035,1.104,4127
2025-09-11 13:00:00,1.10386,1.10432,1.10311,1.10347,3938
2025-09-11 13:15:00,1.10324,1.10356,1.10281,1.1035,3895
2025-09-11 13:30:00,1.10348,1.10382,1.10289,1.10322,3807
2025-09-11 13:45:00,1.10319,1.10392,1.10291,1.10317,3321
2025-09-11 14:00:00,1.10322,1.10354,1.10263,1.10303,4775
2025-09-11 14:15:00,1.10315,1.1038,1.10267,1.10296,5625
2025-09-11 14:30:00,1.1031,1.10338,1.10227,1.1025,4033
2025-09-11 14:45:00,1.10237,1.10323,1.10206,1.10302,4347
2025-09-11 15:00:00,1.10308,1.10335,1.10243,1.10267,4164
2025-09-11 15:15:00,1.10265,1.10331,1.10222,1.10269,4339
2025-09-11 15:30:00,1.10276,1.10354,1.10224,1.10331,4019
2025-09-11 15:45:00,1.10335,1.1037,1.10212,1.10266,4559
2025-09-11 16:00:00,1.10256,1.10278,1.10173,1.10221,4740
2025-09-11 16:15:00,1.10236,1.10278,1.10171,1.10173,5085
2025-09-11 16:30:00,1.10164,1.10253,1.101,1.10211,4176
2025-09-11 16:45:00,1.1021,1.10264,1.10184,1.10228,4209
2025-09-11 17:00:00,1.10218,1.10264,1.10189,1.10243,3595
2025-09-11 17:15:00,1.10235,1.10273,1.10199,1.10221,5044
2025-09-11 17:30:00,1.10225,1.10308,1.10171,1.10277,4491
2025-09-11 17:45:00,1.10291,1.103,1.10201,1.10273,4264
2025-09-11 18:00:00,1.10276,1.10371,1.10238,1.10309,4698
2025-09-11 18:15:00,1.10313,1.10332,1.10236,1.10262,3152
2025-09-11 18:30:00,1.10258,1.10319,1.10186,1.10295,4168
2025-09-11 18:45:00,1.10303,1.10361,1.10264,1.10288,4569
2025-09-11 19:00:00,1.10288,1.10359,1.10233,1.10273,3801
2025-09-11 19:15:00,1.1028,1.10401,1.10264,1.10342,4181
2025-09-11 19:30:00,1.1035,1.10386,1.10297,1.10359,3618
2025-09-11 19:45:00,1.10356,1.10412,1.10324,1.1037,4149
2025-09-11 20:00:00,1.10368,1.10394,1.10306,1.10353,4314
2025-09-11 20:15:00,1.10351,1.10437,1.10326,1.10409,4065
2025-09-11 20:30:00,1.104,1.10455,1.10365,1.1044,3942
