timestamp,symbol,timeframe,daily_bias,price_at_signal,distance_to_nearest_zone_pts,zone_width_pts,atr_m1,atr_m15,spread_pts,volatility_lookback,hour_of_day,weekday,momentum_1m,momentum_5m,sl_pips,tp_pips,planned_rr,tick_density_last_30s,rejection_wick_pts,rejection_body_pct,win,time_to_hit,slippage_pts,entry_price_actual,sl_price,tp_price
2025-01-01 00:00:00,EURUSD,M1,0,1.100048521627945,40.48767341025829,12.108063390263172,6.50368345584315e-05,0.0004175740533807405,2.431219662761768,0.006096905921498789,16,2,1.7458657351509158e-05,0.00010000538459426671,8.067825258094217,16.010204275970047,1.5286839181147096,28.166689095813215,4.5854877147940005,3.4072763176250476,1,1405.6944804029342,1.430501658857913,1.100533820070252,1.1005798192448328,1.1021731593352941
2025-01-01 00:01:00,EURUSD,M1,1,1.099169049883589,28.27710753987242,4.230191568797693,5.248887209488969e-05,0.00047639692902977485,1.183140774063136,0.007869654207975536,23,6,4.852385629366134e-05,-3.913785044396886e-05,19.903964108178215,30.20619990539064,2.0175187609478527,41.47836975843859,1.9982092034136412,77.53887978136872,1,1333.4099283885791,1.375341670094841,1.1013006633667657,1.100671628457913,1.1021586218087487
2025-01-01 00:02:00,EURUSD,M1,0,1.10027045682578,24.808954907997077,9.166253570481214,0.0001492578023965935,0.0003492841492272028,1.1770137588509457,0.00222852710875224,11,2,9.60670093906953e-06,0.00011917285183234327,10.19472526795039,33.974525789160225,2.190822437128781,43.69189805834885,8.11016110262656,56.4689648717005,0,1742.983329722205,0.12460603024657946,1.1011392942244735,1.100505688849342,1.1010751590172365
2025-01-01 00:03:00,EURUSD,M1,0,1.099949761890551,11.635363701782778,9.10668666709267,0.00014036741629498817,0.00039665091498075557,0.514183625548742,0.0030580367624614305,12,6,-5.61853248415548e-06,-5.820244973055039e-06,13.642987827919715,21.51382936144416,2.339431297013575,20.53439585151507,1.571824716083735,26.87709188429217,0,233.34307120945638,1.8671774850607366,1.0990470289750618,1.0997624929335479,1.100479332270098
2025-01-01 00:04:00,EURUSD,M1,1,1.0997610519531338,19.76867391241902,7.431369242586493,7.445286707223294e-05,0.00042203892481645395,1.860501376660748,0.008942455945613229,11,1,-3.224705093585391e-06,8.33376564271835e-05,18.4643568181144,33.905675979329494,2.3077814330108186,51.84694224049781,2.104622171420034,11.77261607709787,1,1057.883013072766,3.3039226959353925,1.1014436414751796,1.0987227166773623,1.1007522169602812
2025-01-01 00:05:00,EURUSD,M1,1,1.0990924363379584,24.530871477824387,14.195098350836066,8.507192496395963e-05,0.00043801585955865704,2.1508797914972577,0.0011810954966776663,13,2,1.4150847018683379e-05,1.5361052214784492e-05,10.700484788530392,30.947345155005785,2.454347892413009,24.49685468311889,3.6601339184015114,11.473488978901996,1,1254.718612821373,2.7646688580091197,1.0989738236920366,1.0992320761965026,1.1004162335631624
2025-01-01 00:06:00,EURUSD,M1,0,1.0994232286694317,8.987019335582776,12.930075838478654,5.355616304667776e-05,0.0002580213351427184,0.7932166007200063,0.007774544240433784,9,4,-5.165773266302367e-06,1.5306559450249777e-05,13.721542686804598,23.06417593195532,1.9558003639374646,19.334196295715834,8.803481958519901,13.419552491168218,0,1605.474210812176,0.4537244494454563,1.1005947947065766,1.0985832847437718,1.0996440152523368
2025-01-01 00:07:00,EURUSD,M1,-1,1.1007553912258259,14.927537872004507,11.366512582915641,0.00017524208085416057,0.00012050538367039927,0.8193326987343015,0.0052639596326298065,22,4,1.7373505426783543e-05,9.219628712576431e-05,9.59098616217415,27.502602119901052,2.3812522297424676,30.31999264272487,1.3178666863411026,3.6458017291056244,1,1577.1740410611267,3.96524724623138,1.1024214651329618,1.0992213048939765,1.1025917613641014
2025-01-01 00:08:00,EURUSD,M1,0,1.1005009171876245,31.920138232868247,11.57191962881997,0.00019620358940728274,0.0002607505084946958,2.0801664999428757,0.005020949429556462,18,3,-3.48281434260488e-06,3.913519693009254e-05,12.740915904658312,22.004636120920647,2.2510672552385342,46.52800404487326,1.2223419285452608,72.17233509223293,0,1761.0596346034833,0.8387492945340668,1.1003124849981973,1.0984053702917467,1.0996139769931317
2025-01-01 00:09:00,EURUSD,M1,0,1.0990224447552015,38.10484014076354,8.540593725757429,7.031893051920363e-05,0.0003695024919136359,1.7325814967082893,0.0010638687924539845,1,4,3.4283669332486744e-05,1.874240391664103e-05,10.12562545751603,24.850638388888704,2.3630679116082174,58.27290892199017,4.939749883052659,43.26145862618691,0,936.3788634696919,5.856460481862974,1.098221218270085,1.0988303201715317,1.1033614602246793
